Plant name,chem_final,n_samples,pct_mean,pct_std
Mentha piperita,beta-EUDESMOL,11,0.10000002727272728,0.08944268555897783
Mentha piperita,beta-Farnesene,11,0.17272727272727273,0.12720777563426766
Mentha piperita,"beta-Ocimene, (3Z)-",11,0.13636368181818181,0.18040355015656878
Mentha piperita,gamma-Muurolene,11,0.036363700000000006,0.0504524474584534
Mentha piperita,gamma-Terpinene,11,0.23636366363636363,0.49045432036392395
Mentha piperita,l-Menthol,11,41.31818181818182,5.917232153941261
Mentha piperita,p-CYMENE,11,0.10000003636363637,0.09999996000000473
Mentha spicata,(+)-Menthone,1,1e-07,
Mentha spicata,(+)-Neomenthol,4,1e-07,0.0
Mentha spicata,(-)-Carvomenthone,4,0.9150000500000001,1.7056865317714947
Mentha spicata,(-)-Isopulegol,1,1e-07,
Mentha spicata,(-)-beta-Pinene,6,1.7266666666666668,1.3896570320286465
Mentha spicata,(-)-cis-Carveol,5,0.33000004,0.4790615482378053
Mentha spicata,(-)-trans-Carveol,5,0.38400004,0.565711906892548
Mentha spicata,"(1S,2R,5S)-2-isopropyl-5-methylcyclohexyl acetate",4,1e-07,0.0
Mentha spicata,"(S,1Z,6Z)-8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",6,0.6749999999999999,1.2019775372277137
Mentha spicata,"1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",1,0.5,
Mentha spicata,"2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-, acetate, cis-",1,1.2,
Mentha spicata,"2-Furanmethanol, 5-ethenyltetrahydro-alpha,alpha,5-trimethyl-, (2R,5R)-rel-",4,1e-07,0.0
Mentha spicata,"2-[(2R,5S)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol",4,1e-07,0.0
Mentha spicata,3-Octanol,5,0.72400002,0.9726407167088995
Mentha spicata,3-Octyl acetate,4,0.367500075,0.7349999500000001
Mentha spicata,"4-Terpineol, (+/-)-",5,0.34199999999999997,0.22829805080201623
Mentha spicata,Alpha-Terpineol,4,0.065000025,0.05066223774504866
Mentha spicata,Beta-Elemene,4,0.92,1.0755463727799002
Mentha spicata,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",5,0.37800004,0.39117766066073223
Mentha spicata,Bicyclogermacrene,1,0.3,
Mentha spicata,Bornyl acetate,4,0.070000025,0.07702810309665666
Mentha spicata,"Carvone, (-)-",6,29.426666666666666,29.362266715406474
Mentha spicata,Carvyl acetate,1,0.4,
Mentha spicata,Caryophyllene,6,1.7083333333333333,1.1374957875379876
Mentha spicata,"Cyclohexene, 3-methyl-6-(1-methylethyl)-",1,1e-07,
Mentha spicata,Dihydrocarveol,5,1.18400004,1.609512311726755
Mentha spicata,Dihydrocarvyl acetate,14,3.63000005,11.163481656096362
Mentha spicata,Elemol,4,1e-07,0.0
Mentha spicata,Eucalyptol,5,0.976,1.3232082224653834
Mentha spicata,Geranyl acetate,4,1e-07,0.0
Mentha spicata,Humulene,4,0.76,0.41060930335295626
Mentha spicata,Humulene epoxide II,4,0.03750005,0.04787130316452646
Mentha spicata,Jasmone,1,0.3,
Mentha spicata,"Limonene, (-)-",6,11.594999999999999,9.148288911047793
Mentha spicata,"Linalool, (+/-)-",5,0.278,0.17020575783445163
Mentha spicata,Linalyl acetate,4,1e-07,0.0
Mentha spicata,Menthofuran,4,1e-07,0.0
Mentha spicata,Menthone,9,1e-07,0.0
Mentha spicata,Myrcene,5,0.54,1.095673308974897
Mentha spicata,Neomenthyl acetate,4,1e-07,0.0
Mentha spicata,Nerol,4,1e-07,0.0
Mentha spicata,Neryl acetate,4,1e-07,0.0
Mentha spicata,Piperitenone,4,0.170000025,0.2743476905923136
Mentha spicata,Piperitenone oxide,4,36.97750005,43.041274997413815
Mentha spicata,Piperitone,5,0.21000006,0.34322000014568355
Mentha spicata,Pulegone,5,1e-07,0.0
Mentha spicata,Sabinene,4,0.61,0.6809307355867165
Mentha spicata,Spathulenol,4,0.185,0.20872629605937693
Mentha spicata,Terpinolene,4,0.20750000000000002,0.21700614430625384
Mentha spicata,alpha-Cubebene,4,0.24500000000000002,0.29849623113198603
Mentha spicata,alpha-PINENE,6,0.52,0.5670626067728325
Mentha spicata,alpha-Terpinene,4,0.037500025,0.024999950000000003
Mentha spicata,beta-Bourbonene,6,0.73333335,0.9026110110858027
Mentha spicata,beta-CARYOPHYLLENE OXIDE,4,0.5,0.5497878378671782
Mentha spicata,"beta-CITRONELLOL, (+/-)-",4,1e-07,0.0
Mentha spicata,beta-EUDESMOL,4,0.025000050000000003,0.02886745572445437
Mentha spicata,beta-Farnesene,4,2.4575,3.729471589023482
Mentha spicata,"beta-OCIMENE, (3E)-",4,0.10500002500000001,0.1173314095486335
Mentha spicata,"beta-Ocimene, (3Z)-",1,0.9,
Mentha spicata,cis-3-Hexen-1-ol,4,1e-07,0.0
Mentha spicata,cis-Dihydrocarvone,6,4.836666699999999,9.651314225520446
Mentha spicata,"cis-Muurola-4(14),5-diene",1,0.9,
Mentha spicata,cis-carvone,1,1e-07,
Mentha spicata,gamma-Muurolene,4,0.025000050000000003,0.02886745572445437
Mentha spicata,gamma-Terpinene,4,1.00250005,1.3475996684228355
Mentha spicata,l-Menthol,5,1e-07,0.0
Mentha spicata,p-CYMENE,4,0.037500025,0.024999950000000003
Mentha spicata,viridiﬂorol,4,0.07250005000000001,0.09142386814541376
Nardostachys jatamansi,(-)-7-Epi-alpha-selinene,6,0.7833333333333333,0.28097449469065106
Nardostachys jatamansi,(-)-beta-Pinene,6,0.18500000000000003,0.0720416546173115
Nardostachys jatamansi,"(1S,6S,7S,10S)-4,10-dimethyl-7-prop-1-en-2-yltricyclo[4.4.0.01,5]decane",6,1.535,0.5457380323928323
Nardostachys jatamansi,(E)-alpha-bergamotene,6,0.20833335,0.10888828372848477
Nardostachys jatamansi,"(S,1Z,6Z)-8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",6,0.8633333333333333,0.04760952285695234
Nardostachys jatamansi,"1,4-Dimethyl-7-(1-methylethenyl)-octahydroazulene",6,0.435,0.18436377084449102
Nardostachys jatamansi,"8a-Isopropyl-3-methyl-1,2,4,5,8,8a-hexahydroazulene-6-carbaldehyde",6,0.8316666666666667,0.12351787994726379
Nardostachys jatamansi,Ar-Curcumene,6,0.365,0.08240145629781065
Nardostachys jatamansi,Bulnesol,6,0.9783333333333334,0.0292688685580203
Nardostachys jatamansi,Carotol,6,1.0483333333333333,0.0828049917979989
Nardostachys jatamansi,Daucol,6,0.7266666666666667,0.11877148928369419
Nardostachys jatamansi,Dihydroaromadendrene,6,0.5516666833333334,0.7039152254355646
Nardostachys jatamansi,Epi-beta-Santalene,6,0.11166666666666668,0.01940790217067952
Nardostachys jatamansi,Humulene epoxide II,6,1.6849999999999998,0.19826749607537789
Nardostachys jatamansi,Intermedeol,6,0.19999999999999998,0.08173126696681021
Nardostachys jatamansi,Patchouli alcohol,6,45.60833333333333,4.357198258820301
Nardostachys jatamansi,Pogostol,6,3.1300000000000003,0.27906988372090613
Nardostachys jatamansi,Seychellene,6,2.7066666666666666,0.960180538579421
Nardostachys jatamansi,Valencene,6,0.4583333333333333,0.2972821331103951
Nardostachys jatamansi,Valeranone,6,0.48666666666666664,0.23105554887659954
Nardostachys jatamansi,Valerianol,6,0.4033333333333333,0.08286535263104036
Nardostachys jatamansi,alpha-PINENE,6,0.7799999999999999,0.1532318504750236
Nardostachys jatamansi,alpha-Patchoulene,6,1.33,0.5188834165783293
Nardostachys jatamansi,alpha-Selinene,6,0.6316666666666667,0.08841191473249896
Nardostachys jatamansi,beta-Bisabolene,6,0.4583333333333333,0.057067211835402164
Nardostachys jatamansi,beta-CARYOPHYLLENE OXIDE,6,1.656666666666667,1.110003002998941
Nardostachys jatamansi,beta-Gurjunene,6,0.17333333333333334,0.037771241264574124
Nardostachys jatamansi,beta-Ionone,6,0.235,0.040373258476372686
Nardostachys jatamansi,beta-Patchoulene,6,0.38833333333333336,0.10796604404472114
Nardostachys jatamansi,beta-Selinene,6,0.15000001666666665,0.07456536729609575
Nardostachys jatamansi,"carota-1,4-dyenaldehyde",6,3.465,1.946440340724575
Nardostachys jatamansi,"carota-1,4-dyenemethoxycarbonyle",6,1.205,0.4323771501825693
Nardostachys jatamansi,delta-Guaiene,6,0.35333333333333333,0.10670832519848984
Nardostachys jatamansi,gamma-Patchoulene,6,0.7200000000000001,0.13311649033834988
Ocimum basilicum,(+)-Epi-alpha-bisabolol,1,0.05,
Ocimum basilicum,(+)-delta-Cadinene,29,0.0775862448275862,0.0902240987353893
Ocimum basilicum,(-)-7-Epi-alpha-selinene,1,1e-07,
Ocimum basilicum,(-)-beta-Copaene,12,0.04166674166666667,0.07929610311799071
Ocimum basilicum,(-)-beta-Pinene,29,0.1758620793103448,0.17145421533361604
Ocimum basilicum,(-)-beta-Sesquiphellandrene,2,0.10000005000000001,0.14142128552663139
Ocimum basilicum,"(1R,5R)-2,6-dimethyl-6-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-2-ene",28,0.198928625,0.44409989118053544
Ocimum basilicum,"(1S,2R,5R)-2-methyl-5-propan-2-ylbicyclo[3.1.0]hexan-2-ol",28,0.29285719285714285,0.46957705984457737
Ocimum basilicum,"(1S,2S,3R,4S,6R,7R,8S)-1,2-Dimethyl-8-propan-2-yltetracyclo[4.4.0.02,4.03,7]decane",1,1e-07,
Ocimum basilicum,(E)-alpha-bergamotene,26,0.8384615884615385,1.1440548287829309
Ocimum basilicum,"(R,R)-1-isopropyl-4-methyl-3-(prop-1-en-2-yl)-4-vinylcyclohexene",1,1e-07,
Ocimum basilicum,"(S,1Z,6Z)-8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",29,0.25896555862068965,0.41687906536891445
Ocimum basilicum,"(Z)-3,7-dimethylocta-3,6-dienal",24,0.11666671666666667,0.15510628240204302
Ocimum basilicum,(Z)-Methyl cinnamate,3,1e-07,0.0
Ocimum basilicum,(Z)-alpha-Bisabolene,15,0.07333339333333333,0.10327951025299166
Ocimum basilicum,(Z)-p-Menth-2-en-1-ol,24,0.08333338333333333,0.12038581697001868
Ocimum basilicum,"1,1,4,7-Tetramethyldecahydro-1H-cyclopropa[e]azulen-4-ol",1,1e-07,
Ocimum basilicum,"1,10-Di-epcubenol",1,0.3,
Ocimum basilicum,"1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",29,0.17413800344827585,0.4878122705690541
Ocimum basilicum,1-Octen-3-OL,1,0.1,
Ocimum basilicum,"2,6-Dimethyl-2,4,6-octatriene",1,1e-07,
Ocimum basilicum,2-(4-Methylphenyl)propan-2-ol,25,0.188000052,0.29765748711116935
Ocimum basilicum,"2-Cyclohexen-1-ol, 1-methyl-4-(1-methylethyl)-, trans-",24,0.06250005,0.07109389076672085
Ocimum basilicum,2-Hexenal,1,1e-07,
Ocimum basilicum,"2-Propenal, 2-methyl-3-phenyl-",1,20.0,
Ocimum basilicum,"2-[(2R,5S)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol",1,1e-07,
Ocimum basilicum,3-Octanol,1,1e-07,
Ocimum basilicum,3-Octanone,1,0.05,
Ocimum basilicum,4-Allylphenol,24,0.03541674166666667,0.0758705149332324
Ocimum basilicum,"4-Terpineol, (+/-)-",28,1.4039286214285713,2.511072250875391
Ocimum basilicum,6-Epi-beta-bisabolol,12,0.033333408333333335,0.06513385285610573
Ocimum basilicum,6-Methyl-5-hepten-2-one,24,0.050000075000000005,0.09325043886131605
Ocimum basilicum,Alpha-Terpineol,29,0.1548276344827586,0.18374319272267955
Ocimum basilicum,Anethole,1,1e-07,
Ocimum basilicum,Ar-Curcumene,24,0.17916674166666668,0.3575023677837903
Ocimum basilicum,Aromadendrene,1,1e-07,
Ocimum basilicum,Benzaldehyde,1,0.05,
Ocimum basilicum,Benzyl Alcohol,1,1e-07,
Ocimum basilicum,Beta-Elemene,29,0.3006896724137931,0.37937852875303735
Ocimum basilicum,Beta-Phellandrene,3,1e-07,0.0
Ocimum basilicum,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",26,0.04423082307692308,0.05536587090926184
Ocimum basilicum,Bicyclogermacrene,4,0.567500025,0.6558137150390618
Ocimum basilicum,Bornyl acetate,28,0.07928577142857142,0.18108576447429717
Ocimum basilicum,Camphene,5,0.01000008,0.02236063505363835
Ocimum basilicum,"Camphenone, 6-",1,1e-07,
Ocimum basilicum,Camphor,29,0.3262069206896552,0.37276391906229567
Ocimum basilicum,Carvacrol,3,1e-07,0.0
Ocimum basilicum,Caryophyllene,29,1.3055172413793104,1.191207629157716
Ocimum basilicum,Citral,25,12.912000052000002,15.32324808696033
Ocimum basilicum,Citronellal,24,0.16250005,0.18371168455893291
Ocimum basilicum,Citronellyl acetate,12,0.025000075,0.045226656459962856
Ocimum basilicum,Elemol,24,0.0125000875,0.03378316245141258
Ocimum basilicum,Estragole,5,53.04600000000001,17.790061270271107
Ocimum basilicum,Ethyl isovalerate,1,1e-07,
Ocimum basilicum,Eucalyptol,29,0.2775862379310345,0.3290424709249795
Ocimum basilicum,Eugenol,5,0.05800006,0.08843071468671392
Ocimum basilicum,Fenchone,1,1e-07,
Ocimum basilicum,Furfural,1,1e-07,
Ocimum basilicum,Geraniol,29,1.5627586689655173,2.297616582885565
Ocimum basilicum,Geranyl acetate,27,0.1296296851851852,0.19178272034613647
Ocimum basilicum,Geranyl formate,12,0.033333408333333335,0.06513385285610573
Ocimum basilicum,Germacrene D-4-ol,26,0.08461545000000001,0.16659482178674162
Ocimum basilicum,Germacrene a,1,1e-07,
Ocimum basilicum,Hedycaryol,1,1e-07,
Ocimum basilicum,Heptacosane,1,1e-07,
Ocimum basilicum,Humulene,28,0.2992857214285714,0.25099694513202575
Ocimum basilicum,Humulene epoxide II,27,0.12185185925925926,0.09829456489135195
Ocimum basilicum,Hydroquinone,1,0.05,
Ocimum basilicum,Isoeugenyl methyl ether,1,1e-07,
Ocimum basilicum,Isophytol,1,0.05,
Ocimum basilicum,"Limonene, (-)-",29,0.10517242413793104,0.0816622125473529
Ocimum basilicum,"Linalool, (+/-)-",29,16.970344827586207,15.200638962782035
Ocimum basilicum,Maalialcohol,1,1e-07,
Ocimum basilicum,Menthyl chavicol,24,38.76250005,40.30454508676248
Ocimum basilicum,Methyl cinnamate,3,0.06666673333333334,0.11546999610289824
Ocimum basilicum,Methyleugenol,29,0.346551775862069,0.9881088382207466
Ocimum basilicum,Methylisoeugenol,1,1e-07,
Ocimum basilicum,Myrcene,29,0.18103449310344827,0.22536231597272888
Ocimum basilicum,Myrtenol,25,0.05400006400000001,0.08154748800547078
Ocimum basilicum,Myrtenyl acetate,1,1e-07,
Ocimum basilicum,Neral,25,10.052000052,12.069214234753094
Ocimum basilicum,Nerol,25,3.0120000520000003,3.5584780932818276
Ocimum basilicum,Neryl acetate,24,0.19583338333333333,0.2773776944210212
Ocimum basilicum,Octanal,1,1e-07,
Ocimum basilicum,Phytol,1,1e-07,
Ocimum basilicum,Sabinene,29,0.05172417586206896,0.05085472281425545
Ocimum basilicum,Selin-11-en-4alpha-ol,1,1e-07,
Ocimum basilicum,Spathulenol,28,0.15250003214285715,0.18576416007042082
Ocimum basilicum,T-Muurolol,1,1e-07,
Ocimum basilicum,Terpinolene,29,0.05517247586206896,0.11047364574387562
Ocimum basilicum,Torreyol,28,0.15357150714285714,0.4176496042195702
Ocimum basilicum,Tricyclene,1,1e-07,
Ocimum basilicum,Verbenone,1,1e-07,
Ocimum basilicum,Viridiflorol,1,1e-07,
Ocimum basilicum,"alpha-Cadinene, (+)-",28,2.046428617857143,2.792514050738408
Ocimum basilicum,alpha-Cadinol,28,0.1035714392857143,0.0622547915752279
Ocimum basilicum,alpha-Copaene,28,0.1528571642857143,0.18570897634250655
Ocimum basilicum,alpha-Cubebene,24,0.1562500125,0.15625542164507253
Ocimum basilicum,alpha-Guaiene,3,0.4033333666666667,0.36198521102388054
Ocimum basilicum,alpha-Gurjunene,13,0.011538546153846157,0.02995719916902601
Ocimum basilicum,alpha-Methylcinnamaldehyde,1,3.2,
Ocimum basilicum,alpha-Muurolene,17,0.05000007647058823,0.12747545597095117
Ocimum basilicum,alpha-PHELLANDRENE,13,0.026923153846153847,0.059914431504989055
Ocimum basilicum,alpha-PINENE,29,0.1500000103448276,0.13161088616502745
Ocimum basilicum,alpha-Selinene,26,0.15192311153846155,0.18893422905258503
Ocimum basilicum,alpha-Terpinene,2,1e-07,0.0
Ocimum basilicum,beta-Bisabolene,13,0.16153851538461542,0.2142368246854045
Ocimum basilicum,beta-Bourbonene,4,1e-07,0.0
Ocimum basilicum,beta-CARYOPHYLLENE OXIDE,29,0.37482760689655176,0.5752491288916848
Ocimum basilicum,"beta-CITRONELLOL, (+/-)-",12,0.12500005,0.16583119840258978
Ocimum basilicum,beta-Cubebene,1,1e-07,
Ocimum basilicum,beta-EUDESMOL,4,0.10750005,0.1273773357653158
Ocimum basilicum,beta-Farnesene,28,0.25928572499999997,0.19884719228168113
Ocimum basilicum,"beta-Farnesene, (6Z)-",26,0.0846154423076923,0.11896989535173398
Ocimum basilicum,beta-Gurjunene,13,0.2192308,0.26734686150949416
Ocimum basilicum,beta-Humulene,1,0.6,
Ocimum basilicum,"beta-OCIMENE, (3E)-",29,0.2372414206896552,0.36479831712515126
Ocimum basilicum,"beta-Ocimene, (3Z)-",2,0.1,0.0
Ocimum basilicum,beta-Selinene,28,0.135000025,0.13273474118903636
Ocimum basilicum,beta-Terpineol,1,1e-07,
Ocimum basilicum,cis-3-Hexen-1-ol,1,0.1,
Ocimum basilicum,cis-3-Hexenyl acetate,1,1e-07,
Ocimum basilicum,"cis-Muurola-4(14),5-diene",3,0.0833334,0.1443375095623795
Ocimum basilicum,delta-Guaiene,15,0.20466673333333332,0.4598425913909511
Ocimum basilicum,epi-Cubenol,4,0.33250005,0.41883762446402784
Ocimum basilicum,"gamma-BISABOLENE, (E)-",1,1e-07,
Ocimum basilicum,"gamma-Bisabolene, (Z)-",3,0.3733334,0.646632243757354
Ocimum basilicum,gamma-Cadinene,28,0.18428577857142855,0.44752343414152346
Ocimum basilicum,gamma-EUDESMOL,1,1e-07,
Ocimum basilicum,gamma-Muurolene,33,0.4818182212121212,0.6242267630928412
Ocimum basilicum,gamma-Terpinene,28,0.17321434285714285,0.2678729770840172
Ocimum basilicum,p-Anisaldehyde,24,0.0687500625,0.1325440523570177
Ocimum basilicum,p-CYMENE,25,0.116000076,0.21733226858124077
Ocimum basilicum,tau-Cadinol,28,0.6510714642857142,1.4743041868523512
Ocimum basilicum,trans-3-Hexen-1-ol,24,0.018750079166666666,0.038483440114485595
Ocimum basilicum,trans-3-Hexenyl acetate,24,0.025000075,0.0442325426138823
Ocimum basilicum,trans-Nerolidol,4,0.117500025,0.10275371282830854
Ocimum basilicum,trans-Sabinene hydrate,1,1e-07,
Ocimum tenuiflorum,(+)-Epi-alpha-bisabolol,2,1e-07,0.0
Ocimum tenuiflorum,(+)-delta-Cadinene,4,0.350000025,0.4509249494095469
Ocimum tenuiflorum,(-)-7-Epi-alpha-selinene,2,0.050000050000000004,0.07071060740797663
Ocimum tenuiflorum,(-)-Isolongifolene,1,1.3,
Ocimum tenuiflorum,(-)-Isopulegol,3,1e-07,0.0
Ocimum tenuiflorum,(-)-beta-Copaene,4,0.125,0.05
Ocimum tenuiflorum,(-)-beta-Pinene,7,0.18571429999999997,0.2461609877798741
Ocimum tenuiflorum,(-)-beta-Sesquiphellandrene,3,0.16666673333333334,0.28867507685978594
Ocimum tenuiflorum,"(1R,5R)-2,6-dimethyl-6-(4-methylpent-3-enyl)bicyclo[3.1.1]hept-2-ene",5,1e-07,0.0
Ocimum tenuiflorum,"(1S,2R,5R)-2-methyl-5-propan-2-ylbicyclo[3.1.0]hexan-2-ol",6,0.01666675,0.04082478822155726
Ocimum tenuiflorum,"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane",1,1e-07,
Ocimum tenuiflorum,"(1S,2S,3R,4S,6R,7R,8S)-1,2-Dimethyl-8-propan-2-yltetracyclo[4.4.0.02,4.03,7]decane",2,1e-07,0.0
Ocimum tenuiflorum,(E)-Myroxide,1,1e-07,
Ocimum tenuiflorum,(E)-alpha-bergamotene,6,0.23333341666666665,0.5715475658245791
Ocimum tenuiflorum,(E)-alpha-bisabolene,3,1e-07,0.0
Ocimum tenuiflorum,"(R,R)-1-isopropyl-4-methyl-3-(prop-1-en-2-yl)-4-vinylcyclohexene",3,1e-07,0.0
Ocimum tenuiflorum,"(S,1Z,6Z)-8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",7,0.985714342857143,1.726681337132015
Ocimum tenuiflorum,"1,1,4,7-Tetramethyldecahydro-1H-cyclopropa[e]azulen-4-ol",2,1e-07,0.0
Ocimum tenuiflorum,"1,10-Di-epcubenol",2,0.025000050000000003,0.03535526834864926
Ocimum tenuiflorum,"1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",7,0.6428571571428571,1.1872336703847477
Ocimum tenuiflorum,1-Octen-3-OL,3,0.016666733333333336,0.02886745572445437
Ocimum tenuiflorum,1-Tetradecanol,3,1e-07,0.0
Ocimum tenuiflorum,10-epi-gamma-Eudesmol,3,0.10000000000000002,0.0
Ocimum tenuiflorum,"2,6-Dimethyl-2,4,6-octatriene",2,1e-07,0.0
Ocimum tenuiflorum,2-(4-Methylphenyl)propan-2-ol,2,1e-07,0.0
Ocimum tenuiflorum,2-Hexenal,2,0.025000050000000003,0.03535526834864926
Ocimum tenuiflorum,"2-Propenal, 2-methyl-3-phenyl-",2,1e-07,0.0
Ocimum tenuiflorum,"2-[(2R,5S)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol",2,0.05,0.0
Ocimum tenuiflorum,3-Octanol,2,0.025000050000000003,0.03535526834864926
Ocimum tenuiflorum,3-Octanone,6,1e-07,0.0
Ocimum tenuiflorum,4-Allylphenol,3,1e-07,0.0
Ocimum tenuiflorum,"4-Terpineol, (+/-)-",6,0.02500005,0.027386073103002555
Ocimum tenuiflorum,"6-Methyl-2-(4-methylcyclohex-3-en-1-yl)hepta-1,5-dien-4-ol",1,0.4,
Ocimum tenuiflorum,Alpha-Terpineol,7,0.15000004285714286,0.33166245642219266
Ocimum tenuiflorum,Anethole,2,1e-07,0.0
Ocimum tenuiflorum,Aromadendrene,3,1e-07,0.0
Ocimum tenuiflorum,Benzaldehyde,3,0.03333336666666667,0.028867455724454368
Ocimum tenuiflorum,Benzyl Alcohol,2,0.025000050000000003,0.03535526834864926
Ocimum tenuiflorum,Beta-Elemene,7,6.771428571428571,4.931096661566703
Ocimum tenuiflorum,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",7,0.014285800000000001,0.03779640950447542
Ocimum tenuiflorum,Bicyclogermacrene,2,1e-07,0.0
Ocimum tenuiflorum,Bornyl acetate,2,1e-07,0.0
Ocimum tenuiflorum,Camphene,7,0.21428574285714283,0.43657212898847103
Ocimum tenuiflorum,"Camphenone, 6-",2,1e-07,0.0
Ocimum tenuiflorum,Camphor,7,0.06428575714285714,0.07480128118334287
Ocimum tenuiflorum,Caryophyllene,7,9.257142857142856,6.040655908883059
Ocimum tenuiflorum,Citral,3,1e-07,0.0
Ocimum tenuiflorum,Cubebol,1,1e-07,
Ocimum tenuiflorum,Dehydrosabinaketone,1,1e-07,
Ocimum tenuiflorum,Elemol,4,0.15,0.09999999999999999
Ocimum tenuiflorum,Estragole,3,3.500000066666667,6.062177768756044
Ocimum tenuiflorum,Ethyl isovalerate,4,0.47500007499999997,0.9499999499999999
Ocimum tenuiflorum,Eucalyptol,7,1.55,3.8584323241440948
Ocimum tenuiflorum,"Eudesma-4(15),7-dien-1-b-ol",1,1e-07,
Ocimum tenuiflorum,Eugenol,7,47.642857142857146,28.580871058737703
Ocimum tenuiflorum,Eugenol acetate,3,0.13333333333333333,0.05773502691896258
Ocimum tenuiflorum,Fenchone,1,1e-07,
Ocimum tenuiflorum,Fokienol,3,1e-07,0.0
Ocimum tenuiflorum,Furfural,2,0.05,0.0
Ocimum tenuiflorum,Geraniol,3,0.016666733333333336,0.02886745572445437
Ocimum tenuiflorum,Germacrene D-4-ol,4,0.15000007499999998,0.29999995
Ocimum tenuiflorum,Germacrene a,3,1.25,1.3425721582097554
Ocimum tenuiflorum,Hedycaryol,2,0.15000000000000002,0.07071067811865477
Ocimum tenuiflorum,Heptacosane,2,1e-07,0.0
Ocimum tenuiflorum,Heptanal,1,1e-07,
Ocimum tenuiflorum,Humulene,6,0.41666669999999995,0.5382068685304341
Ocimum tenuiflorum,Humulene epoxide II,4,0.050000050000000004,0.057734969183935655
Ocimum tenuiflorum,Hydroquinone,2,0.025000050000000003,0.03535526834864926
Ocimum tenuiflorum,Isoborneol,1,1e-07,
Ocimum tenuiflorum,Isoeugenyl methyl ether,2,1e-07,0.0
Ocimum tenuiflorum,Isophytol,2,0.025000050000000003,0.03535526834864926
Ocimum tenuiflorum,"Limonene, (-)-",7,0.1285714285714286,0.12198750911856666
Ocimum tenuiflorum,"Linalool, (+/-)-",7,0.42857142857142855,0.7409774753982871
Ocimum tenuiflorum,Linalyl acetate,1,1e-07,
Ocimum tenuiflorum,Maalialcohol,3,1e-07,0.0
Ocimum tenuiflorum,Menthyl chavicol,3,1e-07,0.0
Ocimum tenuiflorum,Methyl cinnamate,3,0.8666666666666667,0.7505553499465136
Ocimum tenuiflorum,Methyleugenol,7,9.914285728571429,19.21921160993913
Ocimum tenuiflorum,Methylisoeugenol,2,1e-07,0.0
Ocimum tenuiflorum,Myrcene,7,0.08571430000000001,0.06267829426069284
Ocimum tenuiflorum,Myrtenal,1,0.05,
Ocimum tenuiflorum,Myrtenol,5,0.06000004,0.05477220097826086
Ocimum tenuiflorum,Myrtenyl acetate,3,1e-07,0.0
Ocimum tenuiflorum,Neral,2,1e-07,0.0
Ocimum tenuiflorum,Nerol,2,1e-07,0.0
Ocimum tenuiflorum,Octanal,3,0.03333336666666667,0.02886745572445437
Ocimum tenuiflorum,"Phenol, 2-methoxy-4-propyl-, acetate",3,0.2333333333333333,0.1527525231651947
Ocimum tenuiflorum,Phytol,2,1e-07,0.0
Ocimum tenuiflorum,Sabinene,7,0.035714328571428575,0.037796400055371875
Ocimum tenuiflorum,Salvial-4(14)-en-1-one,1,1e-07,
Ocimum tenuiflorum,Selin-11-en-4alpha-ol,2,0.35000004999999995,0.49497467611990514
Ocimum tenuiflorum,Spathulenol,6,0.8000000333333332,0.9011103905737646
Ocimum tenuiflorum,T-Muurolol,2,1e-07,0.0
Ocimum tenuiflorum,Terpinolene,7,0.03571434285714286,0.04755943649795335
Ocimum tenuiflorum,Torreyol,5,0.06000004,0.05477220097826086
Ocimum tenuiflorum,Tricyclene,3,0.033333400000000006,0.057734969183935655
Ocimum tenuiflorum,Verbenone,5,1e-07,0.0
Ocimum tenuiflorum,Viridiflorol,2,1e-07,0.0
Ocimum tenuiflorum,Ylangene,1,1e-07,
Ocimum tenuiflorum,allo-Aromadendrene epoxide,1,1e-07,
Ocimum tenuiflorum,"alpha-Cadinene, (+)-",5,0.10000004,0.0999999500000025
Ocimum tenuiflorum,alpha-Cadinol,6,0.08333338333333334,0.09831915717025684
Ocimum tenuiflorum,alpha-Copaene,6,0.4833334166666667,1.1839200015203737
Ocimum tenuiflorum,alpha-Cubebene,4,0.1,0.0
Ocimum tenuiflorum,alpha-Gurjunene,3,1e-07,0.0
Ocimum tenuiflorum,alpha-Methylcinnamaldehyde,2,0.050000050000000004,0.07071060740797663
Ocimum tenuiflorum,alpha-Muurolene,6,0.05000005,0.05477220097826086
